first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days
2025-07-13,2025-07-30,5,78976000,2026-07-30,17,382
2025-08-23,2025-08-28,8,22841000,2026-08-28,5,370
2025-05-02,2025-05-03,7,19205000,2026-02-12,1,286
2024-08-24,2024-08-25,7,58184000,2025-08-25,1,366
2024-09-28,2024-10-01,3,47978000,2025-10-01,3,368
2024-07-07,2024-07-09,4,331318000,2025-07-09,2,367
2025-12-04,2025-12-08,3,66006000,2026-12-08,4,369
2025-03-22,2025-03-29,5,56306000,2026-03-29,7,372
2025-08-03,2025-08-05,6,31364000,2026-02-08,2,189
2024-09-03,2024-09-06,6,94996000,2025-09-06,3,368
2024-03-16,2024-03-17,7,47852000,2025-03-17,1,366
2024-06-02,2024-06-16,1,32367000,2025-06-16,14,379
2025-10-17,2025-10-24,2,41493000,2026-10-24,7,372
2025-03-10,2025-03-17,6,37530000,2026-03-17,7,372
2024-03-26,2024-04-01,4,45976000,2025-04-01,6,371
2025-11-27,2025-11-29,9,297489000,2026-11-29,2,367
2024-10-11,2024-10-16,5,81908000,2025-10-16,5,370
2024-08-07,2024-08-12,5,42311000,2025-08-12,5,370
2024-03-09,2024-03-14,2,46840000,2025-03-14,5,370
2024-02-16,2024-02-18,5,16067000,2024-08-16,2,182
2024-04-03,2024-04-05,6,11563000,2024-10-01,2,181
2025-03-28,2025-04-06,5,88983000,2026-04-06,9,374
2024-07-22,2024-07-25,5,87564000,2025-07-25,3,368
2024-08-05,2024-08-14,5,67797000,2025-08-14,9,374
2025-04-18,2025-04-20,9,160985000,2026-04-20,2,367
2025-03-07,2025-03-09,3,58413000,2026-03-09,2,367
2024-12-06,2024-12-08,2,94175000,2025-12-08,2,367
2025-07-04,2025-07-08,3,46217000,2026-07-08,4,369
2025-09-03,2025-09-12,3,6640000,2025-12-10,9,98
2024-10-15,2024-10-17,4,124602000,2025-10-17,2,367
2024-09-10,2024-09-12,3,22561000,2025-02-13,2,156
2024-12-22,2024-12-27,3,60286000,2025-12-27,5,370
2024-01-23,2024-01-24,2,27928000,2025-01-23,1,366
2025-06-05,2025-06-14,4,60655000,2026-06-14,9,374
2024-04-09,2024-04-13,7,186429000,2025-04-13,4,369
2024-06-28,2024-07-02,1,79100000,2025-07-02,4,369
2024-08-10,2024-08-20,6,94058000,2025-08-20,10,375
2025-10-20,2025-11-01,4,42601000,2026-11-01,12,377
2025-03-17,2025-03-21,5,39017000,2026-03-21,4,369
2025-08-30,2025-09-01,2,38508000,2026-08-19,2,354
2024-11-20,2024-11-23,10,90340000,2025-11-23,3,368
2025-05-30,2025-06-01,4,50209000,2026-06-01,2,367
2024-01-16,2024-01-17,6,85240000,2025-01-16,1,366
2024-12-01,2024-12-02,7,42539000,2025-11-29,1,363
2024-09-14,2024-09-17,3,110435000,2025-09-17,3,368
2025-05-11,2025-05-18,3,85488000,2026-05-18,7,372
2024-06-08,2024-06-13,9,53639000,2025-06-13,5,370
2025-04-19,2025-04-25,7,84548000,2026-04-25,6,371
2025-10-25,2025-10-30,6,112064000,2026-10-30,5,370
2025-11-20,2025-11-21,10,215937000,2026-11-21,1,366
2025-11-05,2025-11-08,7,27966000,2026-11-08,3,368
2025-01-14,2025-01-18,3,99263000,2026-01-18,4,369
2025-06-28,2025-07-02,9,84917000,2026-07-02,4,369
2025-11-21,2025-11-23,2,102860000,2026-11-23,2,367
2025-03-02,2025-03-07,8,33776000,2026-03-07,5,370
2025-09-04,2025-09-14,3,53232000,2026-09-14,10,375
2024-09-24,2024-09-30,3,33658000,2025-09-30,6,371
2025-07-30,2025-08-08,5,64914000,2026-08-08,9,374
2025-02-20,2025-03-03,3,24564000,2026-03-03,11,376
2024-06-16,2024-06-24,5,145865000,2025-06-24,8,373
2024-02-12,2024-02-22,6,54774000,2025-02-21,10,375
2025-07-09,2025-07-10,7,194879000,2026-07-10,1,366
2024-10-11,2024-10-16,7,28909000,2025-06-25,5,257
2025-01-31,2025-02-02,6,57588000,2026-02-02,2,367
2024-01-12,2024-01-19,3,53229000,2025-01-18,7,372
2025-08-29,2025-09-06,7,83483000,2026-09-06,8,373
2024-10-28,2024-10-30,3,89899000,2025-10-30,2,367
2024-09-09,2024-09-17,5,16908000,2025-09-17,8,373
2025-05-13,2025-05-17,5,126802000,2026-05-17,4,369
2024-02-04,2024-02-08,1,100047000,2025-02-07,4,369
2025-12-27,2026-01-04,1,14807000,2026-04-18,8,112
2024-03-30,2024-04-01,4,155227000,2025-04-01,2,367
2025-08-27,2025-09-04,4,17852000,2026-02-16,8,173
2025-08-24,2025-08-26,4,61201000,2026-08-26,2,367
2025-02-21,2025-02-25,3,38697000,2026-02-25,4,369
2024-04-24,2024-04-26,9,42434000,2025-04-26,2,367
2025-09-08,2025-09-13,2,37257000,2026-09-13,5,370
2024-07-14,2024-07-19,11,74526000,2025-07-19,5,370
2025-05-15,2025-05-20,4,24126000,2025-12-06,5,205
2025-09-17,2025-09-20,6,104049000,2026-09-20,3,368
2025-05-07,2025-05-14,3,75231000,2026-05-14,7,372
2024-03-15,2024-03-16,4,43078000,2025-03-16,1,366
2025-02-16,2025-02-20,3,98960000,2026-02-20,4,369
2025-01-10,2025-01-19,2,32656000,2026-01-19,9,374
2025-02-23,2025-03-05,5,47435000,2026-03-05,10,375
2025-12-29,2026-01-03,2,14759000,2026-07-01,5,184
2024-10-03,2024-10-08,5,31367000,2025-10-08,5,370
2025-11-06,2025-11-07,7,24334000,2026-07-04,1,240
2025-01-28,2025-01-30,7,12017000,2025-10-23,2,268
2025-04-01,2025-04-02,5,43270000,2026-04-02,1,366
2024-07-10,2024-07-16,3,44753000,2025-07-16,6,371
2025-11-19,2025-12-03,7,62166000,2026-12-03,14,379
2024-04-08,2024-04-18,6,77803000,2025-04-18,10,375
2025-07-01,2025-07-02,5,40908000,2026-07-02,1,366
2024-04-05,2024-04-07,5,73004000,2025-04-07,2,367
2025-10-25,2025-11-03,6,100323000,2026-11-03,9,374
2025-10-24,2025-10-28,4,117990000,2026-10-28,4,369
2024-07-08,2024-07-09,5,77839000,2025-07-09,1,366
2024-02-06,2024-02-08,3,72462000,2025-02-07,2,367
2025-01-03,2025-01-04,4,22297000,2025-03-29,1,85
2025-11-25,2025-11-30,5,93640000,2026-11-30,5,370
2025-06-08,2025-06-19,3,22168000,2026-06-19,11,376
2024-10-05,2024-10-10,6,63440000,2025-10-10,5,370
2024-08-04,2024-08-10,4,83328000,2025-08-10,6,371
2024-09-29,2024-10-17,4,69214000,2025-10-17,18,383
2024-03-02,2024-03-03,3,5970000,2025-03-03,1,366
2025-08-18,2025-08-29,1,93343000,2026-08-29,11,376
2025-12-29,2026-01-02,8,163921000,2027-01-02,4,369
2024-12-07,2024-12-09,4,13800000,2025-09-12,2,279
2025-01-31,2025-02-06,4,56494000,2026-02-06,6,371
2025-11-29,2025-12-01,7,42172000,2026-12-01,2,367
2024-01-19,2024-01-22,4,50846000,2025-01-21,3,368
2024-06-25,2024-07-04,4,136946000,2025-07-04,9,374
2025-09-03,2025-09-13,9,59418000,2026-09-13,10,375
2025-01-30,2025-02-04,9,22403000,2025-05-14,5,104
2025-03-20,2025-04-05,9,28796000,2026-04-05,16,381
2024-08-20,2024-08-23,3,26377000,2025-03-13,3,205
2024-03-16,2024-04-05,6,10987000,2025-04-05,20,385
2024-09-21,2024-10-03,8,31595000,2025-07-01,12,283
2025-03-30,2025-04-11,5,84183000,2026-04-11,12,377
2025-12-18,2025-12-26,7,63988000,2026-12-26,8,373
2025-01-18,2025-01-25,9,56222000,2026-01-25,7,372
2025-07-17,2025-07-23,2,38910000,2026-07-23,6,371
2025-05-20,2025-05-31,7,46225000,2026-05-31,11,376
2025-01-01,2025-01-11,7,75496000,2026-01-11,10,375
2024-05-23,2024-05-29,2,96648000,2025-05-29,6,371
2024-03-09,2024-03-12,5,62310000,2025-03-12,3,368
2024-04-08,2024-04-09,10,20563000,2024-09-08,1,153
2025-01-30,2025-02-07,5,34776000,2026-02-07,8,373
2024-01-25,2024-01-30,7,69535000,2025-01-29,5,370
2025-04-13,2025-04-21,3,28811000,2026-04-09,8,361
2025-04-28,2025-05-07,3,29916000,2026-04-28,9,365
2025-07-18,2025-07-19,5,85795000,2026-07-19,1,366
2024-05-30,2024-06-02,4,92314000,2025-06-02,3,368
2024-05-23,2024-05-26,5,22742000,2025-03-14,3,295
2025-07-22,2025-07-23,6,16601000,2025-10-18,1,88
2024-02-08,2024-02-14,5,18638000,2024-09-17,6,222
2024-04-18,2024-04-26,4,83716000,2025-04-26,8,373
2025-11-23,2025-11-28,4,24956000,2026-06-15,5,204
2024-02-11,2024-02-12,7,31918000,2024-10-29,1,261
2024-07-04,2024-07-11,3,18276000,2025-04-14,7,284
2025-02-01,2025-02-04,4,49586000,2026-02-04,3,368
2024-08-10,2024-08-13,6,40607000,2025-08-13,3,368
2025-09-25,2025-10-05,3,69880000,2026-10-05,10,375
2024-05-12,2024-05-26,4,64475000,2025-05-26,14,379
2024-06-11,2024-06-18,2,10333000,2025-01-08,7,211
2024-08-02,2024-08-05,7,65000000,2025-08-05,3,368
2024-08-22,2024-08-26,7,45748000,2025-08-26,4,369
2025-10-19,2025-10-27,5,131346000,2026-10-27,8,373
2025-08-10,2025-08-11,3,25367000,2026-08-11,1,366
2024-01-09,2024-02-02,4,76099000,2025-02-01,24,389
2024-03-14,2024-03-19,7,52712000,2025-03-19,5,370
2025-05-06,2025-05-10,5,24729000,2025-12-07,4,215
2024-09-09,2024-09-13,4,114930000,2025-09-13,4,369
2024-08-17,2024-08-19,4,67568000,2025-08-19,2,367
2025-06-02,2025-06-12,6,37267000,2026-02-04,10,247
2024-06-22,2024-06-28,1,24502000,2025-03-12,6,263
2025-10-14,2025-10-15,6,123462000,2026-10-15,1,366
2024-06-16,2024-06-23,10,97469000,2025-06-23,7,372
2024-06-18,2024-06-27,2,49458000,2025-06-27,9,374
2025-01-27,2025-02-04,6,48412000,2026-02-04,8,373
2025-09-25,2025-10-01,4,19991000,2026-08-26,6,335
2024-07-12,2024-07-24,4,146810000,2025-07-24,12,377
2025-05-31,2025-06-03,6,20071000,2025-08-25,3,86
2024-01-29,2024-02-02,5,101103000,2025-02-01,4,369
2024-06-13,2024-06-14,2,246719000,2025-06-14,1,366
2025-02-25,2025-03-18,5,26514000,2026-03-18,21,386
2024-12-04,2024-12-05,3,32931000,2025-11-13,1,344
2025-10-09,2025-10-17,2,26081000,2026-10-04,8,360
2025-05-10,2025-05-13,4,132334000,2026-05-13,3,368
2024-12-30,2025-01-03,4,54372000,2026-01-03,4,369
2024-12-07,2024-12-08,2,15010000,2025-06-15,1,190
2025-05-14,2025-05-22,6,20666000,2025-10-10,8,149
2025-10-18,2025-11-06,6,83342000,2026-11-06,19,384
2025-05-25,2025-06-02,4,27236000,2026-04-06,8,316
2024-11-22,2024-11-23,6,11939000,2025-05-30,1,189
2024-08-04,2024-08-10,2,76877000,2025-08-10,6,371
2024-10-27,2024-10-28,3,65866000,2025-10-28,1,366
2024-05-11,2024-05-12,1,26718000,2025-04-14,1,338
2024-03-10,2024-03-17,4,37042000,2025-03-17,7,372
2024-09-08,2024-09-14,5,37628000,2025-09-14,6,371
2025-02-18,2025-02-26,4,41976000,2026-02-26,8,373
2025-03-20,2025-03-26,6,146104000,2026-03-26,6,371
2024-06-30,2024-07-05,4,88556000,2025-07-05,5,370
2024-06-15,2024-06-23,5,78165000,2025-06-23,8,373
2024-03-31,2024-04-01,6,45574000,2025-04-01,1,366
2025-12-14,2025-12-24,3,26646000,2026-06-14,10,182
2025-06-14,2025-06-15,4,155207000,2026-06-15,1,366
2024-02-08,2024-02-14,8,48430000,2025-02-13,6,371
2024-05-05,2024-05-17,4,22814000,2024-10-12,12,160
2025-03-26,2025-03-27,7,547589000,2026-03-27,1,366
2024-06-21,2024-06-29,4,58863000,2025-06-29,8,373
2025-10-14,2025-10-22,5,19730000,2026-02-26,8,135
2024-08-07,2024-08-12,2,99181000,2025-08-12,5,370
2025-09-29,2025-09-30,9,106078000,2026-09-30,1,366
2024-02-27,2024-03-04,1,35559000,2025-03-04,6,371
2025-10-21,2025-10-26,5,23981000,2026-09-05,5,319
2025-04-20,2025-04-29,4,39815000,2026-04-13,9,358
2025-03-31,2025-04-01,3,84604000,2026-04-01,1,366
2024-12-26,2025-01-07,7,92689000,2026-01-07,12,377
2024-01-01,2024-01-06,4,30112000,2025-01-05,5,370
2025-01-21,2025-01-25,3,151598000,2026-01-25,4,369
2024-12-13,2024-12-25,6,14496000,2025-08-10,12,240
2024-07-08,2024-07-18,4,30343000,2025-07-18,10,375
2025-05-19,2025-05-29,3,44525000,2026-05-29,10,375
2024-07-09,2024-07-11,6,38261000,2025-07-11,2,367
2025-05-22,2025-05-29,6,32470000,2026-05-29,7,372
2025-01-03,2025-01-04,3,135275000,2026-01-04,1,366
2025-02-12,2025-02-14,6,43818000,2026-02-14,2,367
2024-04-26,2024-04-29,6,66222000,2025-04-29,3,368
2024-05-13,2024-05-21,2,63760000,2025-05-21,8,373
2024-02-27,2024-03-09,8,65631000,2025-03-09,11,376
2025-07-09,2025-07-14,3,42870000,2026-07-14,5,370
2025-11-15,2025-11-19,10,11588000,2026-01-17,4,63
2025-11-02,2025-11-11,4,100889000,2026-11-11,9,374
2024-06-21,2024-06-26,4,45877000,2025-06-26,5,370
2024-05-28,2024-06-02,3,33726000,2025-04-12,5,319
2024-03-20,2024-03-23,8,33782000,2025-03-23,3,368
2024-07-31,2024-08-05,7,62554000,2025-08-05,5,370
2024-07-21,2024-07-22,8,32847000,2025-04-09,1,262
2024-08-16,2024-08-19,3,41164000,2025-08-19,3,368
2025-11-06,2025-11-19,6,85393000,2026-11-19,13,378
2024-08-14,2024-08-18,6,57700000,2025-08-18,4,369
2025-10-20,2025-10-28,7,24295000,2026-08-12,8,296
2025-06-15,2025-06-18,3,76121000,2026-06-18,3,368
2025-03-16,2025-03-28,8,38520000,2026-03-28,12,377
2025-02-05,2025-02-09,8,96173000,2026-02-09,4,369
2024-02-16,2024-02-29,5,36066000,2025-02-28,13,378
2024-08-20,2024-08-22,11,55251000,2025-08-22,2,367
2024-10-31,2024-11-03,2,79121000,2025-11-03,3,368
2025-06-09,2025-06-13,3,24507000,2026-06-13,4,369
2024-05-22,2024-05-25,4,86874000,2025-05-25,3,368
2025-02-18,2025-02-27,4,190984000,2026-02-27,9,374
2025-05-27,2025-06-05,8,71629000,2026-06-05,9,374
2025-01-07,2025-01-13,4,57674000,2026-01-13,6,371
2025-07-19,2025-07-27,9,100165000,2026-07-27,8,373
2024-09-15,2024-10-09,8,95295000,2025-10-09,24,389
2025-10-17,2025-10-23,4,54844000,2026-10-23,6,371
2025-04-15,2025-04-24,7,23088000,2026-04-24,9,374
2024-01-12,2024-01-14,2,29110000,2024-11-29,2,322
2024-11-25,2024-11-28,6,36641000,2025-11-28,3,368
2024-12-23,2024-12-24,7,17716000,2025-07-29,1,218
2025-02-11,2025-02-16,5,148740000,2026-02-16,5,370
2025-10-29,2025-11-03,8,23219000,2026-06-02,5,216
2025-01-07,2025-01-08,5,47093000,2026-01-08,1,366
2024-01-08,2024-01-13,6,23938000,2025-01-12,5,370
2024-05-01,2024-05-07,3,78479000,2025-05-07,6,371
2024-12-13,2024-12-23,5,108226000,2025-12-23,10,375
2025-11-06,2025-11-09,5,17199000,2026-05-21,3,196
2024-03-30,2024-04-07,3,83202000,2025-04-07,8,373
2025-10-09,2025-10-16,7,18860000,2025-10-21,7,12
2025-11-28,2025-12-05,5,35660000,2026-12-05,7,372
2024-11-11,2024-11-13,6,408602000,2025-11-13,2,367
2024-06-26,2024-06-30,3,61380000,2025-06-30,4,369
2025-06-23,2025-07-04,5,100795000,2026-07-04,11,376
2024-02-10,2024-02-19,4,63039000,2025-02-18,9,374
2025-12-04,2025-12-05,2,43247000,2026-12-05,1,366
2025-05-16,2025-05-24,5,29984000,2026-05-24,8,373
2024-05-24,2024-05-25,6,160279000,2025-05-25,1,366
2024-07-19,2024-07-22,3,227951000,2025-07-22,3,368
2025-12-24,2025-12-30,6,51182000,2026-12-30,6,371
2025-04-05,2025-04-11,6,129254000,2026-04-11,6,371
2025-07-11,2025-07-12,4,98640000,2026-07-12,1,366
2025-06-30,2025-07-02,5,42148000,2026-07-02,2,367
2024-09-09,2024-09-23,3,51345000,2025-09-23,14,379
2025-01-24,2025-01-25,3,34575000,2026-01-25,1,366
2025-08-16,2025-08-18,4,251221000,2026-08-18,2,367
2024-09-12,2024-09-13,3,93651000,2025-09-13,1,366
2025-12-09,2025-12-25,5,50269000,2026-12-25,16,381
2025-03-25,2025-03-26,7,33264000,2026-03-26,1,366
2024-01-10,2024-01-12,5,74146000,2025-01-11,2,367
2024-08-29,2024-08-30,6,17314000,2025-06-21,1,296
2024-09-07,2024-09-11,1,26760000,2025-03-20,4,194
2024-01-05,2024-01-08,2,41753000,2025-01-07,3,368
2024-04-28,2024-05-10,7,34990000,2025-05-10,12,377
2025-01-08,2025-01-20,10,41439000,2025-12-26,12,352
2024-03-05,2024-03-22,4,84403000,2025-03-22,17,382
2024-05-25,2024-06-01,6,231405000,2025-06-01,7,372
2024-08-11,2024-08-12,6,86801000,2025-08-12,1,366
2024-08-26,2024-08-30,6,43332000,2025-08-30,4,369
2024-06-25,2024-06-27,8,109628000,2025-06-27,2,367
2024-10-08,2024-10-09,4,50964000,2025-10-09,1,366
2024-03-03,2024-03-18,9,11023000,2024-11-10,15,252
2024-08-04,2024-08-12,3,127752000,2025-08-12,8,373
2025-11-19,2025-11-26,7,18988000,2026-06-15,7,208
2025-04-05,2025-04-06,6,54515000,2026-04-06,1,366
2025-09-01,2025-09-07,6,25898000,2026-01-02,6,123
2024-04-14,2024-04-17,4,19703000,2025-02-22,3,314
2024-04-08,2024-04-13,5,34310000,2025-02-14,5,312
2025-05-25,2025-05-26,3,6447000,2025-10-20,1,148
2025-01-19,2025-01-26,6,28134000,2026-01-18,7,364
2025-02-08,2025-02-09,4,68516000,2026-02-09,1,366
2025-06-01,2025-06-05,3,65723000,2026-06-05,4,369
2025-04-20,2025-04-26,1,10962000,2025-11-02,6,196
2025-12-09,2025-12-17,2,106517000,2026-12-17,8,373
2025-10-06,2025-10-12,4,327035000,2026-10-12,6,371
2025-03-12,2025-03-19,5,195329000,2026-03-19,7,372
2024-01-23,2024-01-29,8,32153000,2025-01-28,6,371
2025-07-18,2025-07-20,8,28925000,2026-07-20,2,367
2025-11-07,2025-11-08,2,23920000,2026-08-21,1,287
2025-12-14,2025-12-25,2,211159000,2026-12-25,11,376
2025-04-02,2025-04-15,3,32380000,2026-03-08,13,340
2024-03-23,2024-03-27,5,27799000,2025-03-01,4,343
2024-05-24,2024-05-26,6,95811000,2025-05-26,2,367
2024-03-25,2024-03-26,6,121634000,2025-03-26,1,366
2024-03-18,2024-03-21,4,106849000,2025-03-21,3,368
2025-04-01,2025-04-03,5,21084000,2025-12-04,2,247
2024-01-01,2024-01-02,4,72753000,2025-01-01,1,366
2024-02-20,2024-03-02,5,157884000,2025-03-02,11,376
2025-11-15,2025-11-22,8,49110000,2026-11-22,7,372
2025-12-17,2025-12-25,5,62068000,2026-12-25,8,373
2025-03-21,2025-03-25,9,57673000,2026-03-25,4,369
2025-03-24,2025-03-26,4,39505000,2026-03-26,2,367
2025-05-02,2025-05-07,8,70449000,2026-05-07,5,370
2024-02-03,2024-02-08,2,99844000,2025-02-07,5,370
2024-12-13,2024-12-14,3,138994000,2025-12-14,1,366
2024-04-04,2024-04-12,2,46901000,2025-04-12,8,373
2024-03-12,2024-03-16,2,51734000,2025-03-16,4,369
2025-07-04,2025-07-09,4,32740000,2026-04-20,5,290
2024-06-02,2024-06-04,4,173235000,2025-06-04,2,367
2024-09-06,2024-09-09,7,34694000,2025-05-31,3,267
2025-11-04,2025-11-12,4,45316000,2026-11-12,8,373
2025-03-13,2025-03-27,7,52240000,2026-03-27,14,379
2024-04-27,2024-05-11,7,57930000,2025-05-11,14,379
2024-11-01,2024-11-04,8,14789000,2025-07-05,3,246
2024-09-24,2024-09-28,5,75871000,2025-09-28,4,369
2024-02-23,2024-03-04,5,69957000,2025-03-04,10,375
2024-08-23,2024-08-25,2,55628000,2025-08-25,2,367
2025-01-23,2025-01-24,3,65378000,2026-01-24,1,366
2025-02-04,2025-02-09,2,46924000,2026-02-09,5,370
2025-09-15,2025-09-21,4,15517000,2026-01-06,6,113
2024-10-29,2024-11-03,5,117649000,2025-11-03,5,370
2024-07-25,2024-07-28,5,15340000,2024-11-14,3,112
2024-08-16,2024-08-22,3,24430000,2025-08-02,6,351
2025-07-31,2025-08-03,5,127988000,2026-08-03,3,368
2024-03-15,2024-03-19,8,16612000,2024-10-13,4,212
2025-03-10,2025-03-14,6,43196000,2026-02-21,4,348
2024-04-12,2024-04-18,6,209144000,2025-04-18,6,371
2025-02-25,2025-02-27,3,51946000,2026-02-27,2,367
2025-12-04,2025-12-09,5,16283000,2026-06-26,5,204
2024-11-01,2024-11-02,4,89490000,2025-11-02,1,366
2024-04-07,2024-04-09,4,70245000,2025-04-09,2,367
2024-11-30,2024-12-07,1,54025000,2025-12-07,7,372
2025-03-10,2025-03-13,8,9592000,2025-08-11,3,154
2025-03-22,2025-03-25,5,139430000,2026-03-25,3,368
2024-11-03,2024-11-12,7,201928000,2025-11-12,9,374
2024-09-05,2024-09-16,7,48066000,2025-09-16,11,376
2024-06-14,2024-06-22,2,28848000,2025-02-11,8,242
2025-04-25,2025-04-29,5,75112000,2026-04-29,4,369
2024-11-30,2024-12-03,6,75829000,2025-12-03,3,368
2025-06-25,2025-06-27,6,81302000,2026-06-27,2,367
2024-04-15,2024-04-21,0,49413000,2025-04-21,6,371
2025-07-16,2025-07-18,5,75815000,2026-07-18,2,367
2024-03-21,2024-03-30,7,89268000,2025-03-30,9,374
2024-05-12,2024-05-19,5,381373000,2025-05-19,7,372
2024-05-17,2024-05-20,4,69770000,2025-05-20,3,368
2024-07-02,2024-07-05,6,56515000,2025-07-05,3,368
2025-02-04,2025-02-07,3,14543000,2025-05-01,3,86
2024-11-25,2024-11-29,2,15595000,2025-08-15,4,263
2025-05-22,2025-05-27,3,54190000,2026-05-27,5,370
2024-03-09,2024-03-14,3,45991000,2025-03-14,5,370
2025-06-29,2025-07-12,9,22807000,2026-03-29,13,273
2024-02-22,2024-02-27,6,22199000,2025-02-26,5,370
2025-03-25,2025-03-28,4,79500000,2026-03-28,3,368
2024-07-23,2024-08-04,4,30870000,2025-08-04,12,377
2024-05-05,2024-05-09,6,26508000,2025-05-09,4,369
2024-02-12,2024-02-13,5,21171000,2024-11-26,1,288
2024-04-20,2024-05-04,4,25523000,2025-05-04,14,379
2025-10-24,2025-10-26,6,36303000,2026-08-17,2,297
2024-07-01,2024-07-07,4,48133000,2025-07-07,6,371
2024-04-04,2024-04-08,8,59088000,2025-04-08,4,369
2025-01-08,2025-01-12,4,35034000,2025-10-29,4,294
2025-06-03,2025-06-05,0,11762000,2025-06-16,2,13
2024-12-25,2024-12-27,3,20015000,2025-12-27,2,367
2025-11-26,2025-12-05,6,32518000,2026-12-05,9,374
2024-10-07,2024-10-12,6,111952000,2025-10-12,5,370
2024-07-13,2024-07-17,5,45209000,2025-07-17,4,369
2024-07-13,2024-07-17,7,68942000,2025-07-17,4,369
2025-10-28,2025-11-07,4,150335000,2026-11-07,10,375
2024-04-02,2024-04-04,5,42909000,2025-04-04,2,367
2025-11-02,2025-11-14,4,48619000,2026-11-14,12,377
2024-03-01,2024-03-06,6,50561000,2025-03-06,5,370
2025-09-25,2025-09-28,11,51563000,2026-09-28,3,368
2024-02-20,2024-02-23,5,21298000,2024-09-11,3,204
2025-02-06,2025-02-08,4,73133000,2026-02-08,2,367
2024-01-05,2024-01-07,3,53098000,2025-01-06,2,367
2025-04-10,2025-04-18,6,25285000,2025-12-28,8,262
2025-08-26,2025-08-27,2,42647000,2026-08-27,1,366
2025-11-12,2025-11-16,5,11087000,2026-04-06,4,145
2025-06-17,2025-06-22,3,14372000,2025-09-22,5,97
2025-02-08,2025-02-10,5,99483000,2026-02-10,2,367
2025-05-27,2025-05-28,8,41225000,2026-05-28,1,366
2025-10-06,2025-10-07,4,142109000,2026-10-07,1,366
2024-08-20,2024-08-25,7,51543000,2025-08-25,5,370
2025-06-07,2025-06-08,8,58448000,2026-06-08,1,366
2024-12-11,2024-12-26,11,48175000,2025-12-26,15,380
2024-02-15,2024-02-21,4,21853000,2024-07-17,6,153
2025-06-29,2025-07-02,3,68104000,2026-07-02,3,368
2024-03-18,2024-03-21,9,28681000,2024-09-14,3,180
2025-12-30,2026-01-04,6,63215000,2027-01-04,5,370
2024-03-13,2024-03-16,4,25142000,2025-03-16,3,368
2024-09-05,2024-09-06,6,88948000,2025-09-06,1,366
2024-02-16,2024-02-17,6,69406000,2025-02-16,1,366
2024-04-30,2024-05-09,2,130381000,2025-05-09,9,374
2024-08-01,2024-08-04,10,87500000,2025-08-04,3,368
2024-08-26,2024-08-30,5,46866000,2025-08-30,4,369
2024-02-25,2024-03-04,5,167617000,2025-03-04,8,373
2024-12-15,2024-12-17,3,66614000,2025-12-17,2,367
2024-04-16,2024-04-17,5,7715000,2024-08-14,1,120
2024-02-17,2024-02-21,6,30123000,2025-01-30,4,348
2025-07-26,2025-07-31,7,43526000,2026-07-31,5,370
2024-12-02,2024-12-04,4,139540000,2025-12-04,2,367
2024-01-26,2024-01-27,1,34640000,2025-01-26,1,366
2024-09-13,2024-09-22,6,28226000,2025-09-13,9,365
2024-01-08,2024-01-14,10,9505000,2024-04-29,6,112
2025-09-16,2025-09-19,4,137799000,2026-09-19,3,368
2024-09-09,2024-09-10,4,155074000,2025-09-10,1,366
2025-11-22,2025-11-29,9,19697000,2026-10-30,7,342
2025-12-19,2025-12-22,6,15751000,2026-04-22,3,124
2024-10-29,2024-10-31,5,112665000,2025-10-31,2,367
2025-09-30,2025-10-07,11,138119000,2026-10-07,7,372
2024-02-25,2024-02-29,5,27510000,2025-01-10,4,320
2025-12-26,2025-12-31,6,40704000,2026-12-31,5,370
2025-06-09,2025-06-16,6,76537000,2026-06-16,7,372
2025-04-18,2025-04-19,2,21646000,2025-11-29,1,225
2024-01-28,2024-01-29,7,23747000,2024-03-20,1,52
2024-03-18,2024-03-26,3,37307000,2025-02-14,8,333
2024-08-03,2024-08-09,1,22094000,2025-08-09,6,371
2025-01-20,2025-01-28,5,503762000,2026-01-28,8,373
2024-12-30,2025-01-01,4,132750000,2026-01-01,2,367
2025-10-27,2025-10-31,7,38435000,2026-10-31,4,369
2025-06-09,2025-06-13,4,54385000,2026-06-13,4,369
2025-11-29,2025-12-05,4,13595000,2026-05-02,6,154
2024-11-07,2024-11-13,4,67604000,2025-11-13,6,371
2024-01-07,2024-01-15,2,88705000,2025-01-14,8,373
2024-01-03,2024-01-07,6,28738000,2024-09-05,4,246
2025-09-14,2025-09-21,4,34223000,2026-09-21,7,372
2024-12-28,2025-01-05,7,23656000,2025-08-16,8,231
2025-05-22,2025-05-26,4,148429000,2026-05-26,4,369
2024-09-30,2024-10-03,5,142525000,2025-10-03,3,368
2025-05-20,2025-05-24,6,67048000,2026-05-24,4,369
2024-01-15,2024-01-21,6,54577000,2025-01-20,6,371
2024-07-10,2024-08-04,6,18060000,2025-06-13,25,338
2025-09-22,2025-09-27,6,27612000,2026-09-27,5,370
2025-04-29,2025-05-01,4,38842000,2026-05-01,2,367
